THE_DATE;YEAR;QUARTER;PERIOD;DAY;DATE_DAYS;DATE_PATTERN
2007/03/16;2007;1;3;16;39124;CL
2007/03/17;2007;1;3;17;39125;CL
2007/03/18;2007;1;3;18;39126;CL
2007/03/19;2007;1;3;19;39127;CL
2007/03/20;2007;1;3;20;39128;CL
2007/03/21;2007;1;3;21;39129;CL
2007/03/22;2007;1;3;22;39130;CL
2007/03/23;2007;1;3;23;39131;CL
2007/03/24;2007;1;3;24;39132;CL
2007/03/25;2007;1;3;25;39133;CL
2007/03/26;2007;1;3;26;39134;CL
2007/03/27;2007;1;3;27;39135;CL
2007/03/28;2007;1;3;28;39136;CL
2007/03/29;2007;1;3;29;39137;CL
2007/03/30;2007;1;3;30;39138;CL
2007/03/31;2007;1;3;31;39139;CL
2007/04/01;2007;2;4;1;39140;CL
2007/04/02;2007;2;4;2;39141;CL
2007/04/03;2007;2;4;3;39142;CL
2007/04/04;2007;2;4;4;39143;CL
2007/04/05;2007;2;4;5;39144;CL
2007/04/06;2007;2;4;6;39145;CL
2007/04/07;2007;2;4;7;39146;CL
2007/04/08;2007;2;4;8;39147;CL
2007/04/09;2007;2;4;9;39148;CL
2007/04/10;2007;2;4;10;39149;CL
2007/04/11;2007;2;4;11;39150;CL
2007/04/12;2007;2;4;12;39151;CL
2007/04/13;2007;2;4;13;39152;CL
2007/04/14;2007;2;4;14;39153;CL
2007/04/15;2007;2;4;15;39154;CL
2007/04/16;2007;2;4;16;39155;CL
2007/04/17;2007;2;4;17;39156;CL
2007/04/18;2007;2;4;18;39157;CL
2007/04/19;2007;2;4;19;39158;CL
2007/04/20;2007;2;4;20;39159;CL
2007/04/21;2007;2;4;21;39160;CL
2007/04/22;2007;2;4;22;39161;CL
2007/04/23;2007;2;4;23;39162;CL
2007/04/24;2007;2;4;24;39163;CL
2007/04/25;2007;2;4;25;39164;CL
2007/04/26;2007;2;4;26;39165;CL
2007/04/27;2007;2;4;27;39166;CL
2007/04/28;2007;2;4;28;39167;CL
2007/04/29;2007;2;4;29;39168;CL
2007/04/30;2007;2;4;30;39169;CL
2007/05/01;2007;2;5;1;39170;CL
2007/05/02;2007;2;5;2;39171;CL
2007/05/03;2007;2;5;3;39172;CL
2007/05/04;2007;2;5;4;39173;CL
2007/05/05;2007;2;5;5;39174;CL
2007/05/06;2007;2;5;6;39175;CL
2007/05/07;2007;2;5;7;39176;CL
2007/05/08;2007;2;5;8;39177;CL
2007/05/09;2007;2;5;9;39178;CL
2007/05/10;2007;2;5;10;39179;CL
2007/05/11;2007;2;5;11;39180;CL
2007/05/12;2007;2;5;12;39181;CL
2007/05/13;2007;2;5;13;39182;CL
2007/05/14;2007;2;5;14;39183;CL
2007/05/15;2007;2;5;15;39184;CL
2007/05/16;2007;2;5;16;39185;CL
2007/05/17;2007;2;5;17;39186;CL
2007/05/18;2007;2;5;18;39187;CL
2007/05/19;2007;2;5;19;39188;CL
2007/05/20;2007;2;5;20;39189;CL
2007/05/21;2007;2;5;21;39190;CL
2007/05/22;2007;2;5;22;39191;CL
2007/05/23;2007;2;5;23;39192;CL
2007/05/24;2007;2;5;24;39193;CL
2007/05/25;2007;2;5;25;39194;CL
2007/05/26;2007;2;5;26;39195;CL
2007/05/27;2007;2;5;27;39196;CL
2007/05/28;2007;2;5;28;39197;CL
2007/05/29;2007;2;5;29;39198;CL
2007/05/30;2007;2;5;30;39199;CL
2007/05/31;2007;2;5;31;39200;CL
2007/06/01;2007;2;6;1;39201;CL
2007/06/02;2007;2;6;2;39202;CL
2007/06/03;2007;2;6;3;39203;CL
2007/06/04;2007;2;6;4;39204;CL
2007/06/05;2007;2;6;5;39205;CL
2007/06/06;2007;2;6;6;39206;CL
2007/06/07;2007;2;6;7;39207;CL
2007/06/08;2007;2;6;8;39208;CL
2007/06/09;2007;2;6;9;39209;CL
2007/06/10;2007;2;6;10;39210;CL
2007/06/11;2007;2;6;11;39211;CL
2007/06/12;2007;2;6;12;39212;CL
2007/06/13;2007;2;6;13;39213;CL
2007/06/14;2007;2;6;14;39214;CL
2007/06/15;2007;2;6;15;39215;CL
2007/06/16;2007;2;6;16;39216;CL
2007/06/17;2007;2;6;17;39217;CL
2007/06/18;2007;2;6;18;39218;CL
2007/06/19;2007;2;6;19;39219;CL
2007/06/20;2007;2;6;20;39220;CL
2007/06/21;2007;2;6;21;39221;CL
2007/06/22;2007;2;6;22;39222;CL
2007/06/23;2007;2;6;23;39223;CL
2007/06/24;2007;2;6;24;39224;CL
2007/06/25;2007;2;6;25;39225;CL
2007/06/26;2007;2;6;26;39226;CL
2007/06/27;2007;2;6;27;39227;CL
2007/06/28;2007;2;6;28;39228;CL
2007/06/29;2007;2;6;29;39229;CL
2007/06/30;2007;2;6;30;39230;CL
2007/07/01;2007;3;7;1;39231;CL
2007/07/02;2007;3;7;2;39232;CL
2007/07/03;2007;3;7;3;39233;CL
2007/07/04;2007;3;7;4;39234;CL
2007/07/05;2007;3;7;5;39235;CL
2007/07/06;2007;3;7;6;39236;CL
2007/07/07;2007;3;7;7;39237;CL
2007/07/08;2007;3;7;8;39238;CL
2007/07/09;2007;3;7;9;39239;CL
2007/07/10;2007;3;7;10;39240;CL
2007/07/11;2007;3;7;11;39241;CL
2007/07/12;2007;3;7;12;39242;CL
2007/07/13;2007;3;7;13;39243;CL
2007/07/14;2007;3;7;14;39244;CL
2007/07/15;2007;3;7;15;39245;CL
2007/07/16;2007;3;7;16;39246;CL
2007/07/17;2007;3;7;17;39247;CL
2007/07/18;2007;3;7;18;39248;CL
2007/07/19;2007;3;7;19;39249;CL
2007/07/20;2007;3;7;20;39250;CL
2007/07/21;2007;3;7;21;39251;CL
2007/07/22;2007;3;7;22;39252;CL
2007/07/23;2007;3;7;23;39253;CL
2007/07/24;2007;3;7;24;39254;CL
2007/07/25;2007;3;7;25;39255;CL
2007/07/26;2007;3;7;26;39256;CL
2007/07/27;2007;3;7;27;39257;CL
2007/07/28;2007;3;7;28;39258;CL
2007/07/29;2007;3;7;29;39259;CL
2007/07/30;2007;3;7;30;39260;CL
2007/07/31;2007;3;7;31;39261;CL
2007/08/01;2007;3;8;1;39262;CL
2007/08/02;2007;3;8;2;39263;CL
2007/08/03;2007;3;8;3;39264;CL
2007/08/04;2007;3;8;4;39265;CL
2007/08/05;2007;3;8;5;39266;CL
2007/08/06;2007;3;8;6;39267;CL
2007/08/07;2007;3;8;7;39268;CL
2007/08/08;2007;3;8;8;39269;CL
2007/08/09;2007;3;8;9;39270;CL
2007/08/10;2007;3;8;10;39271;CL
2007/08/11;2007;3;8;11;39272;CL
2007/08/12;2007;3;8;12;39273;CL
2007/08/13;2007;3;8;13;39274;CL
2007/08/14;2007;3;8;14;39275;CL
2007/08/15;2007;3;8;15;39276;CL
2007/08/16;2007;3;8;16;39277;CL
2007/08/17;2007;3;8;17;39278;CL
2007/08/18;2007;3;8;18;39279;CL
2007/08/19;2007;3;8;19;39280;CL
2007/08/20;2007;3;8;20;39281;CL
2007/08/21;2007;3;8;21;39282;CL
2007/08/22;2007;3;8;22;39283;CL
2007/08/23;2007;3;8;23;39284;CL
2007/08/24;2007;3;8;24;39285;CL
2007/08/25;2007;3;8;25;39286;CL
2007/08/26;2007;3;8;26;39287;CL
2007/08/27;2007;3;8;27;39288;CL
2007/08/28;2007;3;8;28;39289;CL
2007/08/29;2007;3;8;29;39290;CL
2007/08/30;2007;3;8;30;39291;CL
2007/08/31;2007;3;8;31;39292;CL
2007/09/01;2007;3;9;1;39293;CL
2007/09/02;2007;3;9;2;39294;CL
2007/09/03;2007;3;9;3;39295;CL
2007/09/04;2007;3;9;4;39296;CL
2007/09/05;2007;3;9;5;39297;CL
2007/09/06;2007;3;9;6;39298;CL
2007/09/07;2007;3;9;7;39299;CL
2007/09/08;2007;3;9;8;39300;CL
2007/09/09;2007;3;9;9;39301;CL
2007/09/10;2007;3;9;10;39302;CL
2007/09/11;2007;3;9;11;39303;CL
2007/09/12;2007;3;9;12;39304;CL
2007/09/13;2007;3;9;13;39305;CL
2007/09/14;2007;3;9;14;39306;CL
2007/09/15;2007;3;9;15;39307;CL
2007/09/16;2007;3;9;16;39308;CL
2007/09/17;2007;3;9;17;39309;CL
2007/09/18;2007;3;9;18;39310;CL
2007/09/19;2007;3;9;19;39311;CL
2007/09/20;2007;3;9;20;39312;CL
2007/09/21;2007;3;9;21;39313;CL
2007/09/22;2007;3;9;22;39314;CL
2007/09/23;2007;3;9;23;39315;CL
2007/09/24;2007;3;9;24;39316;CL
2007/09/25;2007;3;9;25;39317;CL
2007/09/26;2007;3;9;26;39318;CL
2007/09/27;2007;3;9;27;39319;CL
2007/09/28;2007;3;9;28;39320;CL
2007/09/29;2007;3;9;29;39321;CL
2007/09/30;2007;3;9;30;39322;CL
2007/10/01;2007;4;10;1;39323;CL
2007/10/02;2007;4;10;2;39324;CL
2007/10/03;2007;4;10;3;39325;CL
2007/10/04;2007;4;10;4;39326;CL
2007/10/05;2007;4;10;5;39327;CL
2007/10/06;2007;4;10;6;39328;CL
2007/10/07;2007;4;10;7;39329;CL
2007/10/08;2007;4;10;8;39330;CL
2007/10/09;2007;4;10;9;39331;CL
2007/10/10;2007;4;10;10;39332;CL
2007/10/11;2007;4;10;11;39333;CL
2007/10/12;2007;4;10;12;39334;CL
2007/10/13;2007;4;10;13;39335;CL
2007/10/14;2007;4;10;14;39336;CL
2007/10/15;2007;4;10;15;39337;CL
2007/10/16;2007;4;10;16;39338;CL
2007/10/17;2007;4;10;17;39339;CL
2007/10/18;2007;4;10;18;39340;CL
2007/10/19;2007;4;10;19;39341;CL
2007/10/20;2007;4;10;20;39342;CL
2007/10/21;2007;4;10;21;39343;CL
2007/10/22;2007;4;10;22;39344;CL
2007/10/23;2007;4;10;23;39345;CL
2007/10/24;2007;4;10;24;39346;CL
2007/10/25;2007;4;10;25;39347;CL
2007/10/26;2007;4;10;26;39348;CL
2007/10/27;2007;4;10;27;39349;CL
2007/10/28;2007;4;10;28;39350;CL
2007/10/29;2007;4;10;29;39351;CL
2007/10/30;2007;4;10;30;39352;CL
2007/10/31;2007;4;10;31;39353;CL
2007/11/01;2007;4;11;1;39354;CL
2007/11/02;2007;4;11;2;39355;CL
2007/11/03;2007;4;11;3;39356;CL
2007/11/04;2007;4;11;4;39357;CL
2007/11/05;2007;4;11;5;39358;CL
2007/11/06;2007;4;11;6;39359;CL
2007/11/07;2007;4;11;7;39360;CL
2007/11/08;2007;4;11;8;39361;CL
2007/11/09;2007;4;11;9;39362;CL
2007/11/10;2007;4;11;10;39363;CL
2007/11/11;2007;4;11;11;39364;CL
2007/11/12;2007;4;11;12;39365;CL
2007/11/13;2007;4;11;13;39366;CL
2007/11/14;2007;4;11;14;39367;CL
2007/11/15;2007;4;11;15;39368;CL
2007/11/16;2007;4;11;16;39369;CL
2007/11/17;2007;4;11;17;39370;CL
2007/11/18;2007;4;11;18;39371;CL
2007/11/19;2007;4;11;19;39372;CL
2007/11/20;2007;4;11;20;39373;CL
2007/11/21;2007;4;11;21;39374;CL
2007/11/22;2007;4;11;22;39375;CL
2007/11/23;2007;4;11;23;39376;CL
2007/11/24;2007;4;11;24;39377;CL
2007/11/25;2007;4;11;25;39378;CL
2007/11/26;2007;4;11;26;39379;CL
2007/11/27;2007;4;11;27;39380;CL
2007/11/28;2007;4;11;28;39381;CL
2007/11/29;2007;4;11;29;39382;CL
2007/11/30;2007;4;11;30;39383;CL
2007/12/01;2007;4;12;1;39384;CL
2007/12/02;2007;4;12;2;39385;CL
2007/12/03;2007;4;12;3;39386;CL
2007/12/04;2007;4;12;4;39387;CL
2007/12/05;2007;4;12;5;39388;CL
2007/12/06;2007;4;12;6;39389;CL
2007/12/07;2007;4;12;7;39390;CL
2007/12/08;2007;4;12;8;39391;CL
2007/12/09;2007;4;12;9;39392;CL
2007/12/10;2007;4;12;10;39393;CL
2007/12/11;2007;4;12;11;39394;CL
2007/12/12;2007;4;12;12;39395;CL
2007/12/13;2007;4;12;13;39396;CL
2007/12/14;2007;4;12;14;39397;CL
2007/12/15;2007;4;12;15;39398;CL
2007/12/16;2007;4;12;16;39399;CL
2007/12/17;2007;4;12;17;39400;CL
2007/12/18;2007;4;12;18;39401;CL
2007/12/19;2007;4;12;19;39402;CL
2007/12/20;2007;4;12;20;39403;CL
2007/12/21;2007;4;12;21;39404;CL
2007/12/22;2007;4;12;22;39405;CL
2007/12/23;2007;4;12;23;39406;CL
2007/12/24;2007;4;12;24;39407;CL
2007/12/25;2007;4;12;25;39408;CL
2007/12/26;2007;4;12;26;39409;CL
2007/12/27;2007;4;12;27;39410;CL
2007/12/28;2007;4;12;28;39411;CL
2007/12/29;2007;4;12;29;39412;CL
2007/12/30;2007;4;12;30;39413;CL
2007/12/31;2007;4;12;31;39414;CL
2008/01/01;2008;1;1;1;39415;CL
2008/01/02;2008;1;1;2;39416;CL
2008/01/03;2008;1;1;3;39417;CL
2008/01/04;2008;1;1;4;39418;CL
2008/01/05;2008;1;1;5;39419;CL
2008/01/06;2008;1;1;6;39420;CL
2008/01/07;2008;1;1;7;39421;CL
2008/01/08;2008;1;1;8;39422;CL
2008/01/09;2008;1;1;9;39423;CL
2008/01/10;2008;1;1;10;39424;CL
2008/01/11;2008;1;1;11;39425;CL
2008/01/12;2008;1;1;12;39426;CL
2008/01/13;2008;1;1;13;39427;CL
2008/01/14;2008;1;1;14;39428;CL
2008/01/15;2008;1;1;15;39429;CL
2008/01/16;2008;1;1;16;39430;CL
2008/01/17;2008;1;1;17;39431;CL
2008/01/18;2008;1;1;18;39432;CL
2008/01/19;2008;1;1;19;39433;CL
2008/01/20;2008;1;1;20;39434;CL
2008/01/21;2008;1;1;21;39435;CL
2008/01/22;2008;1;1;22;39436;CL
2008/01/23;2008;1;1;23;39437;CL
2008/01/24;2008;1;1;24;39438;CL
2008/01/25;2008;1;1;25;39439;CL
2008/01/26;2008;1;1;26;39440;CL
2008/01/27;2008;1;1;27;39441;CL
2008/01/28;2008;1;1;28;39442;CL
2008/01/29;2008;1;1;29;39443;CL
2008/01/30;2008;1;1;30;39444;CL
2008/01/31;2008;1;1;31;39445;CL
2008/02/01;2008;1;2;1;39446;CL
2008/02/02;2008;1;2;2;39447;CL
2008/02/03;2008;1;2;3;39448;CL
2008/02/04;2008;1;2;4;39449;CL
2008/02/05;2008;1;2;5;39450;CL
2008/02/06;2008;1;2;6;39451;CL
2008/02/07;2008;1;2;7;39452;CL
2008/02/08;2008;1;2;8;39453;CL
2008/02/09;2008;1;2;9;39454;CL
2008/02/10;2008;1;2;10;39455;CL
2008/02/11;2008;1;2;11;39456;CL
2008/02/12;2008;1;2;12;39457;CL
2008/02/13;2008;1;2;13;39458;CL
2008/02/14;2008;1;2;14;39459;CL
2008/02/15;2008;1;2;15;39460;CL
2008/02/16;2008;1;2;16;39461;CL
2008/02/17;2008;1;2;17;39462;CL
2008/02/18;2008;1;2;18;39463;CL
2008/02/19;2008;1;2;19;39464;CL
2008/02/20;2008;1;2;20;39465;CL
2008/02/21;2008;1;2;21;39466;CL
2008/02/22;2008;1;2;22;39467;CL
2008/02/23;2008;1;2;23;39468;CL
2008/02/24;2008;1;2;24;39469;CL
2008/02/25;2008;1;2;25;39470;CL
2008/02/26;2008;1;2;26;39471;CL
2008/02/27;2008;1;2;27;39472;CL
2008/02/28;2008;1;2;28;39473;CL
2008/02/29;2008;1;2;29;39474;CL
2008/03/01;2008;1;3;1;39475;CL
2008/03/02;2008;1;3;2;39476;CL
2008/03/03;2008;1;3;3;39477;CL
2008/03/04;2008;1;3;4;39478;CL
2008/03/05;2008;1;3;5;39479;CL
2008/03/06;2008;1;3;6;39480;CL
2008/03/07;2008;1;3;7;39481;CL
2008/03/08;2008;1;3;8;39482;CL
2008/03/09;2008;1;3;9;39483;CL
2008/03/10;2008;1;3;10;39484;CL
2008/03/11;2008;1;3;11;39485;CL
2008/03/12;2008;1;3;12;39486;CL
2008/03/13;2008;1;3;13;39487;CL
2008/03/14;2008;1;3;14;39488;CL
2008/03/15;2008;1;3;15;39489;CL
2008/03/16;2008;1;3;16;39490;CL
2008/03/17;2008;1;3;17;39491;CL
2008/03/18;2008;1;3;18;39492;CL
2008/03/19;2008;1;3;19;39493;CL
2008/03/20;2008;1;3;20;39494;CL
2008/03/21;2008;1;3;21;39495;CL
2008/03/22;2008;1;3;22;39496;CL
2008/03/23;2008;1;3;23;39497;CL
2008/03/24;2008;1;3;24;39498;CL
2008/03/25;2008;1;3;25;39499;CL
2008/03/26;2008;1;3;26;39500;CL
2008/03/27;2008;1;3;27;39501;CL
2008/03/28;2008;1;3;28;39502;CL
2008/03/29;2008;1;3;29;39503;CL
2008/03/30;2008;1;3;30;39504;CL
2008/03/31;2008;1;3;31;39505;CL
2008/04/01;2008;2;4;1;39506;CL
2008/04/02;2008;2;4;2;39507;CL
2008/04/03;2008;2;4;3;39508;CL
2008/04/04;2008;2;4;4;39509;CL
2008/04/05;2008;2;4;5;39510;CL
2008/04/06;2008;2;4;6;39511;CL
2008/04/07;2008;2;4;7;39512;CL
2008/04/08;2008;2;4;8;39513;CL
2008/04/09;2008;2;4;9;39514;CL
2008/04/10;2008;2;4;10;39515;CL
2008/04/11;2008;2;4;11;39516;CL
2008/04/12;2008;2;4;12;39517;CL
2008/04/13;2008;2;4;13;39518;CL
2008/04/14;2008;2;4;14;39519;CL
2008/04/15;2008;2;4;15;39520;CL
2008/04/16;2008;2;4;16;39521;CL
2008/04/17;2008;2;4;17;39522;CL
2008/04/18;2008;2;4;18;39523;CL
2008/04/19;2008;2;4;19;39524;CL
2008/04/20;2008;2;4;20;39525;CL
2008/04/21;2008;2;4;21;39526;CL
2008/04/22;2008;2;4;22;39527;CL
2008/04/23;2008;2;4;23;39528;CL
2008/04/24;2008;2;4;24;39529;CL
2008/04/25;2008;2;4;25;39530;CL
2008/04/26;2008;2;4;26;39531;CL
2008/04/27;2008;2;4;27;39532;CL
2008/04/28;2008;2;4;28;39533;CL
2008/04/29;2008;2;4;29;39534;CL
2008/04/30;2008;2;4;30;39535;CL
2008/05/01;2008;2;5;1;39536;CL
2008/05/02;2008;2;5;2;39537;CL
2008/05/03;2008;2;5;3;39538;CL
2008/05/04;2008;2;5;4;39539;CL
2008/05/05;2008;2;5;5;39540;CL
2008/05/06;2008;2;5;6;39541;CL
2008/05/07;2008;2;5;7;39542;CL
2008/05/08;2008;2;5;8;39543;CL
2008/05/09;2008;2;5;9;39544;CL
2008/05/10;2008;2;5;10;39545;CL
2008/05/11;2008;2;5;11;39546;CL
2008/05/12;2008;2;5;12;39547;CL
2008/05/13;2008;2;5;13;39548;CL
2008/05/14;2008;2;5;14;39549;CL
2008/05/15;2008;2;5;15;39550;CL
2008/05/16;2008;2;5;16;39551;CL
2008/05/17;2008;2;5;17;39552;CL
2008/05/18;2008;2;5;18;39553;CL
2008/05/19;2008;2;5;19;39554;CL
2008/05/20;2008;2;5;20;39555;CL
2008/05/21;2008;2;5;21;39556;CL
2008/05/22;2008;2;5;22;39557;CL
2008/05/23;2008;2;5;23;39558;CL
2008/05/24;2008;2;5;24;39559;CL
2008/05/25;2008;2;5;25;39560;CL
2008/05/26;2008;2;5;26;39561;CL
2008/05/27;2008;2;5;27;39562;CL
2008/05/28;2008;2;5;28;39563;CL
2008/05/29;2008;2;5;29;39564;CL
2008/05/30;2008;2;5;30;39565;CL
2008/05/31;2008;2;5;31;39566;CL
2008/06/01;2008;2;6;1;39567;CL
2008/06/02;2008;2;6;2;39568;CL
2008/06/03;2008;2;6;3;39569;CL
2008/06/04;2008;2;6;4;39570;CL
2008/06/05;2008;2;6;5;39571;CL
2008/06/06;2008;2;6;6;39572;CL
2008/06/07;2008;2;6;7;39573;CL
2008/06/08;2008;2;6;8;39574;CL
2008/06/09;2008;2;6;9;39575;CL
2008/06/10;2008;2;6;10;39576;CL
2008/06/11;2008;2;6;11;39577;CL
2008/06/12;2008;2;6;12;39578;CL
2008/06/13;2008;2;6;13;39579;CL
2008/06/14;2008;2;6;14;39580;CL
2008/06/15;2008;2;6;15;39581;CL
2008/06/16;2008;2;6;16;39582;CL
2008/06/17;2008;2;6;17;39583;CL
2008/06/18;2008;2;6;18;39584;CL
2008/06/19;2008;2;6;19;39585;CL
2008/06/20;2008;2;6;20;39586;CL
2008/06/21;2008;2;6;21;39587;CL
2008/06/22;2008;2;6;22;39588;CL
2008/06/23;2008;2;6;23;39589;CL
2008/06/24;2008;2;6;24;39590;CL
2008/06/25;2008;2;6;25;39591;CL
2008/06/26;2008;2;6;26;39592;CL
2008/06/27;2008;2;6;27;39593;CL
2008/06/28;2008;2;6;28;39594;CL
2008/06/29;2008;2;6;29;39595;CL
2008/06/30;2008;2;6;30;39596;CL
2008/07/01;2008;3;7;1;39597;CL
2008/07/02;2008;3;7;2;39598;CL
2008/07/03;2008;3;7;3;39599;CL
2008/07/04;2008;3;7;4;39600;CL
2008/07/05;2008;3;7;5;39601;CL
2008/07/06;2008;3;7;6;39602;CL
2008/07/07;2008;3;7;7;39603;CL
2008/07/08;2008;3;7;8;39604;CL
2008/07/09;2008;3;7;9;39605;CL
2008/07/10;2008;3;7;10;39606;CL
2008/07/11;2008;3;7;11;39607;CL
2008/07/12;2008;3;7;12;39608;CL
2008/07/13;2008;3;7;13;39609;CL
2008/07/14;2008;3;7;14;39610;CL
2008/07/15;2008;3;7;15;39611;CL
2008/07/16;2008;3;7;16;39612;CL
2008/07/17;2008;3;7;17;39613;CL
2008/07/18;2008;3;7;18;39614;CL
2008/07/19;2008;3;7;19;39615;CL
2008/07/20;2008;3;7;20;39616;CL
2008/07/21;2008;3;7;21;39617;CL
2008/07/22;2008;3;7;22;39618;CL
2008/07/23;2008;3;7;23;39619;CL
2008/07/24;2008;3;7;24;39620;CL
2008/07/25;2008;3;7;25;39621;CL
2008/07/26;2008;3;7;26;39622;CL
2008/07/27;2008;3;7;27;39623;CL
2008/07/28;2008;3;7;28;39624;CL
2008/07/29;2008;3;7;29;39625;CL
2008/07/30;2008;3;7;30;39626;CL
2008/07/31;2008;3;7;31;39627;CL
2008/08/01;2008;3;8;1;39628;CL
2008/08/02;2008;3;8;2;39629;CL
2008/08/03;2008;3;8;3;39630;CL
2008/08/04;2008;3;8;4;39631;CL
2008/08/05;2008;3;8;5;39632;CL
2008/08/06;2008;3;8;6;39633;CL
2008/08/07;2008;3;8;7;39634;CL
2008/08/08;2008;3;8;8;39635;CL
2008/08/09;2008;3;8;9;39636;CL
2008/08/10;2008;3;8;10;39637;CL
2008/08/11;2008;3;8;11;39638;CL
2008/08/12;2008;3;8;12;39639;CL
2008/08/13;2008;3;8;13;39640;CL
2008/08/14;2008;3;8;14;39641;CL
2008/08/15;2008;3;8;15;39642;CL
2008/08/16;2008;3;8;16;39643;CL
2008/08/17;2008;3;8;17;39644;CL
2008/08/18;2008;3;8;18;39645;CL
2008/08/19;2008;3;8;19;39646;CL
2008/08/20;2008;3;8;20;39647;CL
2008/08/21;2008;3;8;21;39648;CL
2008/08/22;2008;3;8;22;39649;CL
2008/08/23;2008;3;8;23;39650;CL
2008/08/24;2008;3;8;24;39651;CL
2008/08/25;2008;3;8;25;39652;CL
2008/08/26;2008;3;8;26;39653;CL
2008/08/27;2008;3;8;27;39654;CL
2008/08/28;2008;3;8;28;39655;CL
2008/08/29;2008;3;8;29;39656;CL
2008/08/30;2008;3;8;30;39657;CL
2008/08/31;2008;3;8;31;39658;CL
2008/09/01;2008;3;9;1;39659;CL
2008/09/02;2008;3;9;2;39660;CL
2008/09/03;2008;3;9;3;39661;CL
2008/09/04;2008;3;9;4;39662;CL
2008/09/05;2008;3;9;5;39663;CL
2008/09/06;2008;3;9;6;39664;CL
2008/09/07;2008;3;9;7;39665;CL
2008/09/08;2008;3;9;8;39666;CL
2008/09/09;2008;3;9;9;39667;CL
2008/09/10;2008;3;9;10;39668;CL
2008/09/11;2008;3;9;11;39669;CL
2008/09/12;2008;3;9;12;39670;CL
2008/09/13;2008;3;9;13;39671;CL
2008/09/14;2008;3;9;14;39672;CL
2008/09/15;2008;3;9;15;39673;CL
2008/09/16;2008;3;9;16;39674;CL
2008/09/17;2008;3;9;17;39675;CL
2008/09/18;2008;3;9;18;39676;CL
2008/09/19;2008;3;9;19;39677;CL
2008/09/20;2008;3;9;20;39678;CL
2008/09/21;2008;3;9;21;39679;CL
2008/09/22;2008;3;9;22;39680;CL
2008/09/23;2008;3;9;23;39681;CL
2008/09/24;2008;3;9;24;39682;CL
2008/09/25;2008;3;9;25;39683;CL
2008/09/26;2008;3;9;26;39684;CL
2008/09/27;2008;3;9;27;39685;CL
2008/09/28;2008;3;9;28;39686;CL
2008/09/29;2008;3;9;29;39687;CL
2008/09/30;2008;3;9;30;39688;CL
2008/10/01;2008;4;10;1;39689;CL
2008/10/02;2008;4;10;2;39690;CL
2008/10/03;2008;4;10;3;39691;CL
2008/10/04;2008;4;10;4;39692;CL
2008/10/05;2008;4;10;5;39693;CL
2008/10/06;2008;4;10;6;39694;CL
2008/10/07;2008;4;10;7;39695;CL
2008/10/08;2008;4;10;8;39696;CL
2008/10/09;2008;4;10;9;39697;CL
2008/10/10;2008;4;10;10;39698;CL
2008/10/11;2008;4;10;11;39699;CL
2008/10/12;2008;4;10;12;39700;CL
2008/10/13;2008;4;10;13;39701;CL
2008/10/14;2008;4;10;14;39702;CL
2008/10/15;2008;4;10;15;39703;CL
2008/10/16;2008;4;10;16;39704;CL
2008/10/17;2008;4;10;17;39705;CL
2008/10/18;2008;4;10;18;39706;CL
2008/10/19;2008;4;10;19;39707;CL
2008/10/20;2008;4;10;20;39708;CL
2008/10/21;2008;4;10;21;39709;CL
2008/10/22;2008;4;10;22;39710;CL
2008/10/23;2008;4;10;23;39711;CL
2008/10/24;2008;4;10;24;39712;CL
2008/10/25;2008;4;10;25;39713;CL
2008/10/26;2008;4;10;26;39714;CL
2008/10/27;2008;4;10;27;39715;CL
2008/10/28;2008;4;10;28;39716;CL
2008/10/29;2008;4;10;29;39717;CL
2008/10/30;2008;4;10;30;39718;CL
2008/10/31;2008;4;10;31;39719;CL
2008/11/01;2008;4;11;1;39720;CL
2008/11/02;2008;4;11;2;39721;CL
2008/11/03;2008;4;11;3;39722;CL
2008/11/04;2008;4;11;4;39723;CL
2008/11/05;2008;4;11;5;39724;CL
2008/11/06;2008;4;11;6;39725;CL
2008/11/07;2008;4;11;7;39726;CL
2008/11/08;2008;4;11;8;39727;CL
2008/11/09;2008;4;11;9;39728;CL
2008/11/10;2008;4;11;10;39729;CL
2008/11/11;2008;4;11;11;39730;CL
2008/11/12;2008;4;11;12;39731;CL
2008/11/13;2008;4;11;13;39732;CL
2008/11/14;2008;4;11;14;39733;CL
2008/11/15;2008;4;11;15;39734;CL
2008/11/16;2008;4;11;16;39735;CL
2008/11/17;2008;4;11;17;39736;CL
2008/11/18;2008;4;11;18;39737;CL
2008/11/19;2008;4;11;19;39738;CL
2008/11/20;2008;4;11;20;39739;CL
2008/11/21;2008;4;11;21;39740;CL
2008/11/22;2008;4;11;22;39741;CL
2008/11/23;2008;4;11;23;39742;CL
2008/11/24;2008;4;11;24;39743;CL
2008/11/25;2008;4;11;25;39744;CL
2008/11/26;2008;4;11;26;39745;CL
2008/11/27;2008;4;11;27;39746;CL
2008/11/28;2008;4;11;28;39747;CL
2008/11/29;2008;4;11;29;39748;CL
2008/11/30;2008;4;11;30;39749;CL
2008/12/01;2008;4;12;1;39750;CL
2008/12/02;2008;4;12;2;39751;CL
2008/12/03;2008;4;12;3;39752;CL
2008/12/04;2008;4;12;4;39753;CL
2008/12/05;2008;4;12;5;39754;CL
2008/12/06;2008;4;12;6;39755;CL
2008/12/07;2008;4;12;7;39756;CL
2008/12/08;2008;4;12;8;39757;CL
